标题,作者,时间,内容,文章链接
诈骗又有新花样！看似购物平台 实则赌博网站,环球Tech,"
2022-04-24 09:20:15",漫画：高岳2020年8月，江阴市民陈先生添加了名为“开心乐园”的微信账号，对方邀请其加入一投资项目，并天天发送投资收益图。心想对方是骗子，陈先生便不予理睬。2021年7月，“开心乐园”将陈先生拉进了一个投资微信群，看着群中时常出现的“赚钱成功”的聊天记录，陈先生渐渐心动。在私聊几个群友后，均被告知收益颇丰，打消心中疑虑的陈先生很快在群主的指导下，下载了某App并完成了注册。打开界面后，陈先生发现，,https://www.163.com/dy/article/H5N6RKSR0511DP7O.html
犯罪团伙收购廉价画品，专坑老人诈骗，一年诈骗七百多万丨庭审, , , ,https://www.163.com/v/video/VF489ANDP.html
民警抓捕诈骗嫌疑人, , , ,https://www.163.com/v/video/VR4NDHQQ9.html
守好“钱袋子”这类电信诈骗套路需留意,金融界,"
2022-04-23 14:33:21",来源：金融投资报近年来，全国电信网络诈骗案发率增长，不法分子利用各种诈骗伎俩侵害人民群众的财产权益。其中，冒充监管机构名义，以资金冻结等为由实施电信诈骗等手法值得警惕。2022年4月13日，平安银行成都双楠支行全员协作，帮助客户识别骗局，成功堵截一起电信诈骗案件，为客户避免经济损失人民币1万元。当日16时30分左右，李先生到平安银行双楠支行办理汇款业务，平安银行成都双楠支行大堂经理发现李先生神情紧,https://www.163.com/dy/article/H5L6CC560519QIKK.html
预警提示：疫情防控期间，谨防电信网络诈骗,合肥时刻,"
2022-04-24 17:23:42",冒充流调电话类：“流调”电话不会索要银行卡号、密码或验证码，不会以任何理由要求转账和资金核查。如无法分辨，可通过电话回拨方式核验真伪。冒充卫健委短信类：收到“您的医疗电子账户被封停”的虚假短信，请勿点击短信链接，防止进入诈骗网站。冒充快递客服类：接到“包裹经过疫情高风险地区沾染新冠病毒需要销毁，并予以赔偿”的电话，要通过正规平台咨询。网络贷款类：网络贷款放款前不会要求缴纳任何费用。网络兼职类：先垫,https://www.163.com/dy/article/H5O2H08H0517SUH1.html
小伙潜入诈骗组织内部，只因长的太帅，诈骗老大爱上了他，韩剧, , , ,https://www.163.com/v/video/VM403PUVQ.html
涉嫌电信诈骗！万宁警方抓获一名14岁的电信诈骗未成年人,国际旅游岛商报,"
2022-04-21 10:26:03",万宁市公安局反诈大队（筹备组）在接到上级有关指令后，围绕涉案手机线索开展缜密经营，在技网大队的大力配合下，反诈大队（筹备组）和技网大队民警择机收网，于2022年4月19日在万城镇南星村一民宅中将涉嫌电信诈骗“两卡”人员唐某成功抓获，当场收缴用于实施电信诈骗的手机等作案工具，成功追缴5000余元诈骗款。据悉，唐某今年14岁，因从小缺乏父母管教、经济拮据走上违法犯罪不归路。因唐某是未成年人，民警联系其,https://www.163.com/dy/article/H5FJE32Q0514TTOA.html
诈骗手法多，休想骗到我。, , , ,https://www.163.com/v/video/VF4GJ5GCF.html
淮安市部署打击整治养老诈骗专项行动,信息新报,"
2022-04-24 19:54:22",22日，全省打击整治养老诈骗专项行动部署会召开，市委常委、市委政法委书记周青，副市长、市公安局局长赵立宏等在淮安分会场收听收看。会后，淮安市召开续会，贯彻落实省会议精神，动员淮安市各级各有关部门迅速掀起打击整治养老诈骗的热潮，确保专项行动取得实效。周青指出，要认清重大意义，切实增强打击整治的政治自觉。淮安市上下要充分认识此次专项行动的重大意义，从提高政治站位、紧扣关键环节、加强组织保障三个方面充分,https://www.163.com/dy/article/H5OB4SHU0552ADWT.html
5名男子冒充美女诈骗！张店警方：抓！,淄博综合广播,"
2022-04-24 19:27:00",4月20日，淄博张店一写字楼内，民警破门而入，只见：十几平方米的空间内，摆放着十几套桌椅、电脑等办公设备，办公桌上杂乱无章地摆放着手机、无线网卡等物品，5名男子正坐在电脑面前忙碌地工作。谁能想到网络上这5名男子竟是漂亮又温柔的美女今年4月份，有群众报警称，在网上认识了一位“白富美”，加微信之后，这位“白富美”引诱其在“HSYK”投资平台进行投资后实施诈骗。接警后，淄博市公安局张店分局公园派出所会同,https://www.163.com/dy/article/H5O9IPCA05504H4I.html
公安部开展打击整治“养老诈骗”专项行动, , , ,https://www.163.com/v/video/VS4ONMBN7.html
提醒！借防疫之名 黄女士被诈骗十万多元！,邯郸之窗,"
2022-04-27 22:08:00",,https://www.163.com/dy/article/H609VO380534CIHJ.html
诈骗又有新花样：看似购物平台实则赌博网站,央广网,"
2022-04-24 18:17:56",“充值就可以参与竞猜，稳赚不赔！”“这局猜‘卧虎’，保证赢。”微信群里，此起彼伏的呼喊声下，“赌博大神”正在“指导”客户们定向下注，殊不知客户以为赢是凭运气，实则是更大的“陷阱”。2022年2月25日，江苏省江阴市人民检察院以诈骗罪对宋某兵、宋某阳等3名被告人提起公诉，其余8名犯罪嫌疑人目前仍在进一步审查起诉中。2020年8月，江阴市民陈先生添加了名为“开心乐园”的微信账号，对方邀请其加入一投资项,https://www.163.com/dy/article/H5O5K9A40514R9NP.html
打击整治养老诈骗！内蒙古开展专项行动,兴安女性,"
2022-04-24 17:40:06",为深入贯彻落实全国和全区打击整治养老诈骗专项行动部署会议精神，切实依法维护老年人合法权益，从4月中旬起到10月中旬，在全区范围内开展为期半年的打击整治养老诈骗专项行动，治理侵害老年人合法权益的涉诈乱象。为广泛接受群众举报线索，严厉打击假借养老之名实施诈骗的违法犯罪行为，自治区打击整治养老诈骗专项行动办公室现向社会公布举报方式。举报人应本着实事求是的原则，如实反映问题，对利用举报捏造事实、诬告陷害的,https://www.163.com/dy/article/H5O3F2DM0514S562.html
永州新田县开展打击整治养老诈骗专项行动,永州新闻网,"
2022-04-27 22:32:25",退款现场。钟伟锋摄“小便宜贪不得，差点吃了大亏。”4月26日，在湖南省永州市新田县打击整治养老诈骗专项行动退款现场，73岁老人张秋生庆幸损失挽回。6天前，家住新田县龙泉街道双胜社区的张秋生，听闻滨河路附近有家名为“沉香炙”的养生馆，可以免费做理疗，还送鸡蛋、牙刷之类的，他持半信半疑的态度前往光顾。“头天，听了堂养生课，他们免费发给我20个鸡蛋。”张秋生回忆，当天返回家后，“我将这等好事告诉了老婆，,https://www.163.com/dy/article/H60BCE0V0514D7B7.html
依法报送年报谨防电信诈骗, , , ,https://www.163.com/v/video/VH4B5LRTJ.html
防范养老诈骗，警惕这些骗局正在洗劫老年人！,河池警事,"
2022-04-22 19:02:02",保健品骗局诈骗分子打着免费赠送鸡蛋、水果、小家电的幌子，专门租用场地向老年人宣传公司的“保健产品”和“治疗药品”，夸大产品的功效诱惑老年人从而实施诈骗。警方提醒老年人十分注重健康养生，于是骗子借此诱导老年人花天价购买毫无作用的保健品或药品。同时，也有一些因疾病困扰的老年人会特别“迷信”各种“神奇”的疗法，以求保长寿体健。殊不知，这样正好进入了不法分子设计的圈套。因此，面对保健品诈骗时，我们不要相信,https://www.163.com/dy/article/H5J3BKHA0514T107.html
骗子冒充单亲妈妈诈骗千万, , , ,https://www.163.com/v/video/VL4F8AAOL.html
单身蜘蛛真网恋，奔现发现是诈骗, , , ,https://www.163.com/v/video/VM4AOSLO9.html
养老诈骗知多少？防骗指南请收好,永安市人民检察院,"
2022-04-22 16:16:46",“保健品”诈骗、“投资理财”诈骗，“低价旅游”诈骗、“杀猪盘”诈骗……这些主要针对老年人群体的诈骗手段，看似各不相同，套路却有迹可寻，跟随小编一起揭秘诈骗套路，做个智慧老人。“保健品”骗局“保键品”诈骗往往瞄准老年人渴望健康的心理，前期通过各种手段了解老人的需求和身体健康状况，通过赠送米、面、鸡蛋等小礼品，陪伴聊天解闷等方式取得老年人的信任后，开始推荐产品，打着祛病强身、偏方有奇效等幌子夸大“保健,https://www.163.com/dy/article/H5IPT0QL0514E2SO.html
疫情年，警惕国外社交平台诈骗，莫随意翻墙,大油条先生,"
2022-04-23 03:44:38",前两期，我们重点给大家分享了年轻人在各类新型社交平台下的工作和情感状态。今天为最后一期，我们结合技术小组实际跟踪情况，来给大家讲解国外的社交平台上的诈骗套路。希望能给大家一个警惕。疫情年，很多区域都有过封控时段，很多人员群体也有被室内居家隔离的经历，再加上国外俄乌战争火热，很多人按奈不住好奇之心，尝试通过翻墙的形式了解国外的资讯。于是，诈骗风险也跟着开始。近年来，随着各级监管机构对电信诈骗的重视和,https://www.163.com/dy/article/H5K18FMN05421P5K.html
盘点那些智商感人的诈骗犯，诈骗电话全程录音，骗人不成反被坑惨, , , ,https://www.163.com/v/video/VP4K919GM.html
欠钱不还可能构成诈骗 什么情况下欠钱属于诈骗, , , ,https://www.163.com/v/video/VB4CQM918.html
着急的声音，只为人民群众不被诈骗, , , ,https://www.163.com/v/video/VB4KL2I5G.html
新型诈骗侵犯你？广东已成立“专业打猫队”！,南方Plus,"
2022-04-27 19:10:46",当前，电信网络诈骗案件日益呈现出团伙化、专业化、高科技化的特点，诈骗分子采用了人机分离、机卡分离、网络改号、移动作案、跨境作案等新型作案手段，南方+记者从广东省通信管理局获悉，针对此新变化，省通信管理局指导基础电信企业成立“专业打猫队”（“打猫”行动是指针对利用GOIP“一种虚拟拨号设备”、多卡宝等猫池设备进行电信网络违法犯罪的一系列专项治理工作和打击行动，以保障人民财产安全。），深入研究部署监测,https://www.163.com/dy/article/H5VVR6U7055004XG.html
安徽和县：揭露养老诈骗“套路”,信息新报,"
2022-04-22 10:45:14",4月21日，安徽省马鞍山市和县公安局民警正在向老年群众宣讲养老诈骗“套路”，帮助老年人提高法治意识和识骗防骗能力。近日，安徽省公安机关部署打击整治养老诈骗专项行动，重点惩处以养老为名侵害老年人合法权益的各类诈骗犯罪，切实维护好老年人合法权益。（秦祖泉）,https://www.163.com/dy/article/H5I6TV9K0552ADWT.html
【法关注】@金山人，这份《防范电信网络诈骗宣传手册》请查收......这48种常见电信网络诈骗方法，你信了吗？,上海市金山区司法局,"
2022-04-21 14:49:05",《防范电信网络诈骗宣传手册》“三不一多”原则电信网络诈骗手法千变万化，但万变不离其宗，记住“三不一多”原则：未知链接不点击陌生来电不轻信个人信息不透露转账汇款多核实宣传千万次，从不认真看。骗后急报警，天天催破案。骗子在境外，警察侦办难。破案要条件，防范是关键。源头被阻断，哪里有发案？信息多转发，人人来宣传。伎俩多知晓，防患于未然！最后，小编再次提醒大家接到陌生电话或短信要求转款一定谨慎对待，多方核,https://www.163.com/dy/article/H5G2FOE10534128P.html
